learner on mps, 6 workers x 48 games (cpu, 2 threads), sims=16, net 2,772,161 params, study=on, gate at 2000 games
[25/100000] warmup | plies 42 decisive 100% | buffer 1054 steps 0 | 19.0 g/min eta 87.6h
[80175/100000] loss 1.618 (pi 1.511 v 0.085 q 0.013 c 0.015) | plies 112 decisive 64% | buffer 200000 steps 144577 | 118.7 g/min eta 2.8h
[80200/100000] loss 1.614 (pi 1.507 v 0.086 q 0.014 c 0.015) | plies 113 decisive 62% | buffer 200000 steps 144625 | 118.7 g/min eta 2.8h
[80225/100000] loss 1.619 (pi 1.511 v 0.086 q 0.014 c 0.015) | plies 110 decisive 64% | buffer 200000 steps 144661 | 118.7 g/min eta 2.8h
[80250/100000] loss 1.613 (pi 1.506 v 0.086 q 0.014 c 0.015) | plies 108 decisive 66% | buffer 200000 steps 144702 | 118.7 g/min eta 2.8h
[80275/100000] loss 1.616 (pi 1.509 v 0.085 q 0.014 c 0.015) | plies 108 decisive 64% | buffer 200000 steps 144745 | 118.7 g/min eta 2.8h
[80300/100000] loss 1.611 (pi 1.505 v 0.085 q 0.014 c 0.014) | plies 108 decisive 66% | buffer 200000 steps 144791 | 118.7 g/min eta 2.8h
[80325/100000] loss 1.620 (pi 1.513 v 0.086 q 0.014 c 0.015) | plies 109 decisive 67% | buffer 200000 steps 144841 | 118.7 g/min eta 2.8h
[80350/100000] loss 1.611 (pi 1.503 v 0.086 q 0.014 c 0.015) | plies 110 decisive 68% | buffer 200000 steps 144886 | 118.7 g/min eta 2.8h
[80375/100000] loss 1.615 (pi 1.507 v 0.086 q 0.014 c 0.015) | plies 108 decisive 71% | buffer 200000 steps 144926 | 118.7 g/min eta 2.8h
[80400/100000] loss 1.614 (pi 1.507 v 0.086 q 0.014 c 0.015) | plies 108 decisive 70% | buffer 200000 steps 144969 | 118.7 g/min eta 2.8h
[80425/100000] loss 1.609 (pi 1.502 v 0.086 q 0.013 c 0.015) | plies 109 decisive 71% | buffer 200000 steps 145013 | 118.7 g/min eta 2.7h
[80450/100000] loss 1.608 (pi 1.501 v 0.086 q 0.014 c 0.016) | plies 111 decisive 69% | buffer 200000 steps 145055 | 118.7 g/min eta 2.7h
[80475/100000] loss 1.603 (pi 1.496 v 0.086 q 0.014 c 0.015) | plies 112 decisive 70% | buffer 200000 steps 145100 | 118.7 g/min eta 2.7h
[80500/100000] loss 1.602 (pi 1.495 v 0.086 q 0.014 c 0.015) | plies 111 decisive 71% | buffer 200000 steps 145147 | 118.7 g/min eta 2.7h
[80525/100000] loss 1.602 (pi 1.495 v 0.086 q 0.014 c 0.015) | plies 107 decisive 72% | buffer 200000 steps 145185 | 118.7 g/min eta 2.7h
[80550/100000] loss 1.609 (pi 1.502 v 0.086 q 0.014 c 0.016) | plies 107 decisive 72% | buffer 200000 steps 145230 | 118.7 g/min eta 2.7h
[80575/100000] loss 1.601 (pi 1.493 v 0.086 q 0.014 c 0.016) | plies 107 decisive 72% | buffer 200000 steps 145274 | 118.7 g/min eta 2.7h
[80600/100000] loss 1.601 (pi 1.492 v 0.087 q 0.014 c 0.016) | plies 108 decisive 74% | buffer 200000 steps 145323 | 118.7 g/min eta 2.7h
[80625/100000] loss 1.598 (pi 1.489 v 0.087 q 0.014 c 0.016) | plies 109 decisive 72% | buffer 200000 steps 145370 | 118.7 g/min eta 2.7h
[80650/100000] loss 1.601 (pi 1.493 v 0.087 q 0.014 c 0.015) | plies 109 decisive 72% | buffer 200000 steps 145413 | 118.7 g/min eta 2.7h
[80675/100000] loss 1.600 (pi 1.492 v 0.086 q 0.014 c 0.015) | plies 110 decisive 72% | buffer 200000 steps 145460 | 118.7 g/min eta 2.7h
[80700/100000] loss 1.597 (pi 1.489 v 0.086 q 0.014 c 0.015) | plies 112 decisive 68% | buffer 200000 steps 145506 | 118.7 g/min eta 2.7h
[80725/100000] loss 1.594 (pi 1.488 v 0.086 q 0.013 c 0.015) | plies 115 decisive 65% | buffer 200000 steps 145552 | 118.7 g/min eta 2.7h
[80750/100000] loss 1.595 (pi 1.488 v 0.086 q 0.013 c 0.015) | plies 114 decisive 68% | buffer 200000 steps 145595 | 118.7 g/min eta 2.7h
[80775/100000] loss 1.593 (pi 1.486 v 0.086 q 0.013 c 0.015) | plies 115 decisive 66% | buffer 200000 steps 145638 | 118.7 g/min eta 2.7h
[80800/100000] loss 1.592 (pi 1.485 v 0.086 q 0.013 c 0.015) | plies 113 decisive 69% | buffer 200000 steps 145684 | 118.7 g/min eta 2.7h
[80825/100000] loss 1.593 (pi 1.487 v 0.085 q 0.014 c 0.015) | plies 111 decisive 70% | buffer 200000 steps 145723 | 118.7 g/min eta 2.7h
[80850/100000] loss 1.599 (pi 1.493 v 0.085 q 0.014 c 0.015) | plies 111 decisive 71% | buffer 200000 steps 145771 | 118.7 g/min eta 2.7h
[80875/100000] loss 1.593 (pi 1.488 v 0.085 q 0.014 c 0.015) | plies 111 decisive 72% | buffer 200000 steps 145820 | 118.7 g/min eta 2.7h
[80900/100000] loss 1.595 (pi 1.490 v 0.085 q 0.013 c 0.015) | plies 109 decisive 74% | buffer 200000 steps 145865 | 118.7 g/min eta 2.7h
[80925/100000] loss 1.597 (pi 1.491 v 0.085 q 0.013 c 0.015) | plies 109 decisive 73% | buffer 200000 steps 145907 | 118.7 g/min eta 2.7h
[80950/100000] loss 1.596 (pi 1.490 v 0.085 q 0.013 c 0.015) | plies 109 decisive 73% | buffer 200000 steps 145950 | 118.7 g/min eta 2.7h
[80975/100000] loss 1.597 (pi 1.490 v 0.085 q 0.013 c 0.015) | plies 107 decisive 74% | buffer 200000 steps 145989 | 118.7 g/min eta 2.7h
[81000/100000] loss 1.594 (pi 1.488 v 0.086 q 0.013 c 0.015) | plies 108 decisive 70% | buffer 200000 steps 146033 | 118.7 g/min eta 2.7h
  EVAL @81000: q-greedy 4-20-0 | policy-greedy 6-18-0 | search 8-0-0 (eval 23s)
[81025/100000] loss 1.590 (pi 1.485 v 0.085 q 0.013 c 0.015) | plies 112 decisive 68% | buffer 200000 steps 146079 | 118.6 g/min eta 2.7h
[81050/100000] loss 1.597 (pi 1.490 v 0.085 q 0.014 c 0.015) | plies 109 decisive 70% | buffer 200000 steps 146116 | 118.7 g/min eta 2.7h
[81075/100000] loss 1.589 (pi 1.483 v 0.085 q 0.013 c 0.015) | plies 108 decisive 70% | buffer 200000 steps 146160 | 118.7 g/min eta 2.7h
[81100/100000] loss 1.585 (pi 1.479 v 0.086 q 0.013 c 0.015) | plies 107 decisive 71% | buffer 200000 steps 146203 | 118.7 g/min eta 2.7h
[81125/100000] loss 1.583 (pi 1.477 v 0.085 q 0.013 c 0.015) | plies 104 decisive 75% | buffer 200000 steps 146246 | 118.7 g/min eta 2.7h
[81150/100000] loss 1.593 (pi 1.486 v 0.085 q 0.013 c 0.016) | plies 107 decisive 70% | buffer 200000 steps 146294 | 118.7 g/min eta 2.6h
[81175/100000] loss 1.593 (pi 1.487 v 0.085 q 0.013 c 0.016) | plies 108 decisive 70% | buffer 200000 steps 146334 | 118.7 g/min eta 2.6h
[81200/100000] loss 1.585 (pi 1.479 v 0.085 q 0.013 c 0.016) | plies 106 decisive 72% | buffer 200000 steps 146372 | 118.7 g/min eta 2.6h
[81225/100000] loss 1.586 (pi 1.479 v 0.085 q 0.013 c 0.016) | plies 105 decisive 73% | buffer 200000 steps 146417 | 118.7 g/min eta 2.6h
[81250/100000] loss 1.583 (pi 1.477 v 0.085 q 0.013 c 0.015) | plies 108 decisive 70% | buffer 200000 steps 146461 | 118.7 g/min eta 2.6h
[81275/100000] loss 1.586 (pi 1.480 v 0.084 q 0.013 c 0.015) | plies 108 decisive 70% | buffer 200000 steps 146504 | 118.7 g/min eta 2.6h
[81300/100000] loss 1.582 (pi 1.476 v 0.085 q 0.013 c 0.015) | plies 110 decisive 69% | buffer 200000 steps 146549 | 118.7 g/min eta 2.6h
[81325/100000] loss 1.577 (pi 1.472 v 0.084 q 0.013 c 0.015) | plies 112 decisive 67% | buffer 200000 steps 146593 | 118.7 g/min eta 2.6h
[81350/100000] loss 1.574 (pi 1.469 v 0.085 q 0.013 c 0.015) | plies 109 decisive 70% | buffer 200000 steps 146633 | 118.7 g/min eta 2.6h
[81375/100000] loss 1.579 (pi 1.473 v 0.085 q 0.013 c 0.015) | plies 109 decisive 71% | buffer 200000 steps 146674 | 118.7 g/min eta 2.6h
[81400/100000] loss 1.577 (pi 1.472 v 0.085 q 0.013 c 0.015) | plies 109 decisive 72% | buffer 200000 steps 146718 | 118.7 g/min eta 2.6h
[81425/100000] loss 1.573 (pi 1.468 v 0.085 q 0.013 c 0.015) | plies 110 decisive 72% | buffer 200000 steps 146763 | 118.7 g/min eta 2.6h
[81450/100000] loss 1.573 (pi 1.468 v 0.084 q 0.013 c 0.015) | plies 108 decisive 72% | buffer 200000 steps 146803 | 118.7 g/min eta 2.6h
[81475/100000] loss 1.569 (pi 1.464 v 0.084 q 0.013 c 0.015) | plies 108 decisive 72% | buffer 200000 steps 146844 | 118.7 g/min eta 2.6h
[81500/100000] loss 1.576 (pi 1.470 v 0.085 q 0.013 c 0.015) | plies 106 decisive 75% | buffer 200000 steps 146887 | 118.7 g/min eta 2.6h
[81525/100000] loss 1.575 (pi 1.469 v 0.086 q 0.013 c 0.015) | plies 105 decisive 74% | buffer 200000 steps 146930 | 118.7 g/min eta 2.6h
[81550/100000] loss 1.569 (pi 1.464 v 0.085 q 0.013 c 0.015) | plies 105 decisive 74% | buffer 200000 steps 146970 | 118.7 g/min eta 2.6h
[81575/100000] loss 1.563 (pi 1.457 v 0.086 q 0.013 c 0.015) | plies 106 decisive 74% | buffer 200000 steps 147015 | 118.7 g/min eta 2.6h
[81600/100000] loss 1.569 (pi 1.463 v 0.086 q 0.013 c 0.015) | plies 106 decisive 72% | buffer 200000 steps 147059 | 118.7 g/min eta 2.6h
[81625/100000] loss 1.569 (pi 1.463 v 0.086 q 0.013 c 0.015) | plies 104 decisive 74% | buffer 200000 steps 147101 | 118.8 g/min eta 2.6h
[81650/100000] loss 1.567 (pi 1.460 v 0.086 q 0.013 c 0.015) | plies 106 decisive 74% | buffer 200000 steps 147145 | 118.7 g/min eta 2.6h
[81675/100000] loss 1.566 (pi 1.459 v 0.086 q 0.013 c 0.015) | plies 105 decisive 74% | buffer 200000 steps 147185 | 118.8 g/min eta 2.6h
[81700/100000] loss 1.564 (pi 1.456 v 0.086 q 0.014 c 0.015) | plies 105 decisive 73% | buffer 200000 steps 147225 | 118.8 g/min eta 2.6h
[81725/100000] loss 1.560 (pi 1.453 v 0.086 q 0.013 c 0.015) | plies 104 decisive 74% | buffer 200000 steps 147265 | 118.8 g/min eta 2.6h
[81750/100000] loss 1.557 (pi 1.451 v 0.086 q 0.013 c 0.015) | plies 104 decisive 74% | buffer 200000 steps 147307 | 118.8 g/min eta 2.6h
[81775/100000] loss 1.556 (pi 1.451 v 0.085 q 0.013 c 0.015) | plies 103 decisive 73% | buffer 200000 steps 147346 | 118.8 g/min eta 2.6h
[81800/100000] loss 1.564 (pi 1.458 v 0.085 q 0.013 c 0.015) | plies 106 decisive 71% | buffer 200000 steps 147396 | 118.8 g/min eta 2.6h
[81825/100000] loss 1.562 (pi 1.457 v 0.084 q 0.013 c 0.015) | plies 106 decisive 71% | buffer 200000 steps 147438 | 118.8 g/min eta 2.6h
[81850/100000] loss 1.561 (pi 1.456 v 0.085 q 0.013 c 0.015) | plies 106 decisive 68% | buffer 200000 steps 147481 | 118.8 g/min eta 2.5h
[81875/100000] loss 1.558 (pi 1.454 v 0.084 q 0.013 c 0.015) | plies 107 decisive 67% | buffer 200000 steps 147521 | 118.8 g/min eta 2.5h
[81900/100000] loss 1.554 (pi 1.450 v 0.084 q 0.013 c 0.015) | plies 106 decisive 68% | buffer 200000 steps 147561 | 118.8 g/min eta 2.5h
[81925/100000] loss 1.557 (pi 1.454 v 0.083 q 0.013 c 0.015) | plies 106 decisive 69% | buffer 200000 steps 147602 | 118.8 g/min eta 2.5h
[81950/100000] loss 1.560 (pi 1.455 v 0.084 q 0.013 c 0.015) | plies 106 decisive 68% | buffer 200000 steps 147644 | 118.8 g/min eta 2.5h
[81975/100000] loss 1.560 (pi 1.455 v 0.084 q 0.013 c 0.015) | plies 107 decisive 68% | buffer 200000 steps 147686 | 118.8 g/min eta 2.5h
[82000/100000] loss 1.561 (pi 1.456 v 0.084 q 0.013 c 0.015) | plies 105 decisive 68% | buffer 200000 steps 147730 | 118.8 g/min eta 2.5h
  EVAL @82000: q-greedy 2-22-0 | policy-greedy 10-14-0 | search 8-0-0 (eval 26s)
[82025/100000] loss 1.561 (pi 1.456 v 0.084 q 0.013 c 0.015) | plies 106 decisive 68% | buffer 200000 steps 147774 | 118.7 g/min eta 2.5h
[82050/100000] loss 1.561 (pi 1.456 v 0.084 q 0.013 c 0.015) | plies 103 decisive 72% | buffer 200000 steps 147812 | 118.7 g/min eta 2.5h
[82075/100000] loss 1.558 (pi 1.453 v 0.084 q 0.013 c 0.015) | plies 105 decisive 70% | buffer 200000 steps 147856 | 118.8 g/min eta 2.5h
[82100/100000] loss 1.558 (pi 1.454 v 0.084 q 0.013 c 0.015) | plies 107 decisive 68% | buffer 200000 steps 147898 | 118.8 g/min eta 2.5h
[82125/100000] loss 1.553 (pi 1.449 v 0.083 q 0.013 c 0.015) | plies 107 decisive 68% | buffer 200000 steps 147943 | 118.8 g/min eta 2.5h
[82150/100000] loss 1.546 (pi 1.442 v 0.084 q 0.013 c 0.015) | plies 107 decisive 69% | buffer 200000 steps 147985 | 118.8 g/min eta 2.5h
[82175/100000] loss 1.552 (pi 1.447 v 0.084 q 0.013 c 0.015) | plies 107 decisive 69% | buffer 200000 steps 148025 | 118.8 g/min eta 2.5h
[82200/100000] loss 1.550 (pi 1.445 v 0.084 q 0.013 c 0.014) | plies 107 decisive 70% | buffer 200000 steps 148067 | 118.8 g/min eta 2.5h
[82225/100000] loss 1.550 (pi 1.445 v 0.085 q 0.013 c 0.015) | plies 107 decisive 70% | buffer 200000 steps 148112 | 118.8 g/min eta 2.5h
[82250/100000] loss 1.545 (pi 1.440 v 0.084 q 0.013 c 0.015) | plies 109 decisive 68% | buffer 200000 steps 148154 | 118.8 g/min eta 2.5h
[82275/100000] loss 1.551 (pi 1.446 v 0.084 q 0.013 c 0.016) | plies 109 decisive 70% | buffer 200000 steps 148199 | 118.8 g/min eta 2.5h
[82300/100000] loss 1.551 (pi 1.445 v 0.085 q 0.013 c 0.015) | plies 108 decisive 70% | buffer 200000 steps 148241 | 118.8 g/min eta 2.5h
[82325/100000] loss 1.553 (pi 1.447 v 0.085 q 0.013 c 0.015) | plies 109 decisive 70% | buffer 200000 steps 148288 | 118.8 g/min eta 2.5h
[82350/100000] loss 1.549 (pi 1.444 v 0.085 q 0.013 c 0.015) | plies 109 decisive 70% | buffer 200000 steps 148330 | 118.8 g/min eta 2.5h
[82375/100000] loss 1.548 (pi 1.443 v 0.085 q 0.013 c 0.015) | plies 110 decisive 69% | buffer 200000 steps 148371 | 118.8 g/min eta 2.5h
[82400/100000] loss 1.543 (pi 1.438 v 0.085 q 0.013 c 0.015) | plies 109 decisive 70% | buffer 200000 steps 148410 | 118.8 g/min eta 2.5h
[82425/100000] loss 1.544 (pi 1.439 v 0.085 q 0.013 c 0.015) | plies 109 decisive 70% | buffer 200000 steps 148454 | 118.8 g/min eta 2.5h
[82450/100000] loss 1.546 (pi 1.440 v 0.085 q 0.013 c 0.016) | plies 107 decisive 72% | buffer 200000 steps 148490 | 118.8 g/min eta 2.5h
[82475/100000] loss 1.550 (pi 1.443 v 0.086 q 0.013 c 0.016) | plies 106 decisive 72% | buffer 200000 steps 148532 | 118.8 g/min eta 2.5h
[82500/100000] loss 1.548 (pi 1.441 v 0.085 q 0.013 c 0.016) | plies 104 decisive 72% | buffer 200000 steps 148573 | 118.8 g/min eta 2.5h
[82525/100000] loss 1.549 (pi 1.442 v 0.086 q 0.013 c 0.016) | plies 105 decisive 71% | buffer 200000 steps 148616 | 118.8 g/min eta 2.5h
[82550/100000] loss 1.550 (pi 1.444 v 0.086 q 0.013 c 0.015) | plies 105 decisive 71% | buffer 200000 steps 148659 | 118.8 g/min eta 2.4h
[82575/100000] loss 1.538 (pi 1.433 v 0.085 q 0.013 c 0.015) | plies 106 decisive 72% | buffer 200000 steps 148703 | 118.8 g/min eta 2.4h
[82600/100000] loss 1.538 (pi 1.433 v 0.084 q 0.013 c 0.015) | plies 107 decisive 70% | buffer 200000 steps 148744 | 118.8 g/min eta 2.4h
[82625/100000] loss 1.537 (pi 1.433 v 0.084 q 0.013 c 0.015) | plies 106 decisive 72% | buffer 200000 steps 148786 | 118.8 g/min eta 2.4h
[82650/100000] loss 1.529 (pi 1.425 v 0.084 q 0.013 c 0.015) | plies 109 decisive 70% | buffer 200000 steps 148828 | 118.9 g/min eta 2.4h
[82675/100000] loss 1.530 (pi 1.426 v 0.084 q 0.013 c 0.015) | plies 108 decisive 71% | buffer 200000 steps 148870 | 118.8 g/min eta 2.4h
[82700/100000] loss 1.533 (pi 1.429 v 0.084 q 0.013 c 0.015) | plies 109 decisive 70% | buffer 200000 steps 148913 | 118.9 g/min eta 2.4h
[82725/100000] loss 1.532 (pi 1.428 v 0.085 q 0.013 c 0.015) | plies 107 decisive 72% | buffer 200000 steps 148952 | 118.9 g/min eta 2.4h
[82750/100000] loss 1.530 (pi 1.426 v 0.084 q 0.013 c 0.015) | plies 107 decisive 72% | buffer 200000 steps 148994 | 118.9 g/min eta 2.4h
[82775/100000] loss 1.530 (pi 1.426 v 0.084 q 0.013 c 0.015) | plies 106 decisive 72% | buffer 200000 steps 149038 | 118.9 g/min eta 2.4h
[82800/100000] loss 1.531 (pi 1.427 v 0.084 q 0.013 c 0.015) | plies 106 decisive 72% | buffer 200000 steps 149081 | 118.9 g/min eta 2.4h
[82825/100000] loss 1.534 (pi 1.430 v 0.084 q 0.013 c 0.015) | plies 107 decisive 72% | buffer 200000 steps 149123 | 118.9 g/min eta 2.4h
[82850/100000] loss 1.533 (pi 1.429 v 0.084 q 0.013 c 0.015) | plies 105 decisive 74% | buffer 200000 steps 149162 | 118.9 g/min eta 2.4h
[82875/100000] loss 1.532 (pi 1.427 v 0.085 q 0.013 c 0.015) | plies 106 decisive 74% | buffer 200000 steps 149202 | 118.9 g/min eta 2.4h
[82900/100000] loss 1.531 (pi 1.426 v 0.085 q 0.013 c 0.014) | plies 105 decisive 74% | buffer 200000 steps 149244 | 118.9 g/min eta 2.4h
[82925/100000] loss 1.532 (pi 1.427 v 0.085 q 0.013 c 0.014) | plies 105 decisive 75% | buffer 200000 steps 149282 | 118.9 g/min eta 2.4h
[82950/100000] loss 1.535 (pi 1.430 v 0.086 q 0.013 c 0.015) | plies 106 decisive 76% | buffer 200000 steps 149327 | 118.9 g/min eta 2.4h
[82975/100000] loss 1.540 (pi 1.434 v 0.085 q 0.013 c 0.015) | plies 106 decisive 76% | buffer 200000 steps 149369 | 118.9 g/min eta 2.4h
[83000/100000] loss 1.532 (pi 1.427 v 0.085 q 0.013 c 0.015) | plies 105 decisive 76% | buffer 200000 steps 149410 | 118.9 g/min eta 2.4h
  EVAL @83000: q-greedy 4-20-0 | policy-greedy 7-17-0 | search 8-0-0 (eval 25s)
[83025/100000] loss 1.529 (pi 1.424 v 0.085 q 0.013 c 0.015) | plies 105 decisive 75% | buffer 200000 steps 149455 | 118.8 g/min eta 2.4h
[83050/100000] loss 1.524 (pi 1.418 v 0.086 q 0.013 c 0.015) | plies 108 decisive 72% | buffer 200000 steps 149504 | 118.8 g/min eta 2.4h
[83075/100000] loss 1.524 (pi 1.418 v 0.086 q 0.013 c 0.014) | plies 110 decisive 72% | buffer 200000 steps 149549 | 118.8 g/min eta 2.4h
[83100/100000] loss 1.519 (pi 1.413 v 0.085 q 0.013 c 0.014) | plies 109 decisive 74% | buffer 200000 steps 149590 | 118.9 g/min eta 2.4h
[83125/100000] loss 1.522 (pi 1.417 v 0.086 q 0.013 c 0.014) | plies 110 decisive 73% | buffer 200000 steps 149630 | 118.9 g/min eta 2.4h
[83150/100000] loss 1.516 (pi 1.411 v 0.085 q 0.013 c 0.014) | plies 110 decisive 71% | buffer 200000 steps 149672 | 118.9 g/min eta 2.4h
[83175/100000] loss 1.516 (pi 1.410 v 0.086 q 0.013 c 0.015) | plies 110 decisive 71% | buffer 200000 steps 149717 | 118.9 g/min eta 2.4h
[83200/100000] loss 1.518 (pi 1.413 v 0.085 q 0.013 c 0.014) | plies 110 decisive 72% | buffer 200000 steps 149757 | 118.9 g/min eta 2.4h
[83225/100000] loss 1.519 (pi 1.414 v 0.085 q 0.013 c 0.015) | plies 110 decisive 72% | buffer 200000 steps 149798 | 118.9 g/min eta 2.4h
[83250/100000] loss 1.517 (pi 1.411 v 0.086 q 0.013 c 0.015) | plies 108 decisive 74% | buffer 200000 steps 149841 | 118.9 g/min eta 2.3h
[83275/100000] loss 1.513 (pi 1.408 v 0.085 q 0.013 c 0.015) | plies 105 decisive 75% | buffer 200000 steps 149881 | 118.9 g/min eta 2.3h
[83300/100000] loss 1.508 (pi 1.402 v 0.086 q 0.013 c 0.015) | plies 105 decisive 74% | buffer 200000 steps 149922 | 118.9 g/min eta 2.3h
[83325/100000] loss 1.506 (pi 1.400 v 0.086 q 0.013 c 0.015) | plies 104 decisive 73% | buffer 200000 steps 149961 | 118.9 g/min eta 2.3h
[83350/100000] loss 1.502 (pi 1.396 v 0.086 q 0.013 c 0.015) | plies 104 decisive 72% | buffer 200000 steps 150002 | 118.9 g/min eta 2.3h
[83375/100000] loss 1.507 (pi 1.401 v 0.086 q 0.013 c 0.015) | plies 104 decisive 72% | buffer 200000 steps 150043 | 118.9 g/min eta 2.3h
[83400/100000] loss 1.515 (pi 1.409 v 0.086 q 0.013 c 0.015) | plies 103 decisive 72% | buffer 200000 steps 150085 | 118.9 g/min eta 2.3h
[83425/100000] loss 1.520 (pi 1.414 v 0.086 q 0.013 c 0.014) | plies 106 decisive 68% | buffer 200000 steps 150131 | 118.9 g/min eta 2.3h
[83450/100000] loss 1.515 (pi 1.409 v 0.086 q 0.013 c 0.015) | plies 107 decisive 67% | buffer 200000 steps 150178 | 118.9 g/min eta 2.3h
[83475/100000] loss 1.509 (pi 1.404 v 0.085 q 0.013 c 0.014) | plies 110 decisive 64% | buffer 200000 steps 150228 | 118.9 g/min eta 2.3h
[83500/100000] loss 1.519 (pi 1.414 v 0.085 q 0.013 c 0.014) | plies 110 decisive 64% | buffer 200000 steps 150267 | 118.9 g/min eta 2.3h
[83525/100000] loss 1.524 (pi 1.419 v 0.085 q 0.013 c 0.015) | plies 108 decisive 66% | buffer 200000 steps 150307 | 118.9 g/min eta 2.3h
[83550/100000] loss 1.518 (pi 1.413 v 0.085 q 0.013 c 0.015) | plies 109 decisive 66% | buffer 200000 steps 150353 | 118.9 g/min eta 2.3h
[83575/100000] loss 1.522 (pi 1.416 v 0.086 q 0.013 c 0.015) | plies 109 decisive 67% | buffer 200000 steps 150394 | 118.9 g/min eta 2.3h
[83600/100000] loss 1.513 (pi 1.405 v 0.087 q 0.013 c 0.015) | plies 110 decisive 66% | buffer 200000 steps 150437 | 118.9 g/min eta 2.3h
[83625/100000] loss 1.510 (pi 1.404 v 0.086 q 0.013 c 0.016) | plies 107 decisive 70% | buffer 200000 steps 150481 | 118.9 g/min eta 2.3h
[83650/100000] loss 1.509 (pi 1.402 v 0.086 q 0.013 c 0.015) | plies 106 decisive 69% | buffer 200000 steps 150522 | 118.9 g/min eta 2.3h
[83675/100000] loss 1.514 (pi 1.408 v 0.085 q 0.013 c 0.015) | plies 105 decisive 69% | buffer 200000 steps 150565 | 118.9 g/min eta 2.3h
[83700/100000] loss 1.513 (pi 1.407 v 0.085 q 0.013 c 0.015) | plies 107 decisive 66% | buffer 200000 steps 150609 | 118.9 g/min eta 2.3h
[83725/100000] loss 1.513 (pi 1.406 v 0.086 q 0.013 c 0.015) | plies 107 decisive 67% | buffer 200000 steps 150650 | 118.9 g/min eta 2.3h
[83750/100000] loss 1.513 (pi 1.407 v 0.085 q 0.013 c 0.015) | plies 108 decisive 66% | buffer 200000 steps 150697 | 118.9 g/min eta 2.3h
[83775/100000] loss 1.513 (pi 1.408 v 0.085 q 0.013 c 0.015) | plies 110 decisive 64% | buffer 200000 steps 150742 | 118.9 g/min eta 2.3h
[83800/100000] loss 1.509 (pi 1.403 v 0.085 q 0.013 c 0.015) | plies 112 decisive 62% | buffer 200000 steps 150790 | 118.9 g/min eta 2.3h
[83825/100000] loss 1.514 (pi 1.409 v 0.084 q 0.013 c 0.014) | plies 115 decisive 60% | buffer 200000 steps 150837 | 118.9 g/min eta 2.3h
[83850/100000] loss 1.505 (pi 1.402 v 0.083 q 0.013 c 0.014) | plies 113 decisive 64% | buffer 200000 steps 150876 | 118.9 g/min eta 2.3h
[83875/100000] loss 1.517 (pi 1.414 v 0.083 q 0.013 c 0.014) | plies 111 decisive 66% | buffer 200000 steps 150914 | 118.9 g/min eta 2.3h
[83900/100000] loss 1.520 (pi 1.417 v 0.083 q 0.013 c 0.014) | plies 110 decisive 68% | buffer 200000 steps 150956 | 118.9 g/min eta 2.3h
[83925/100000] loss 1.514 (pi 1.411 v 0.083 q 0.013 c 0.015) | plies 111 decisive 66% | buffer 200000 steps 150998 | 118.9 g/min eta 2.3h
[83950/100000] loss 1.511 (pi 1.407 v 0.084 q 0.013 c 0.014) | plies 108 decisive 70% | buffer 200000 steps 151039 | 118.9 g/min eta 2.2h
[83975/100000] loss 1.509 (pi 1.406 v 0.083 q 0.013 c 0.014) | plies 106 decisive 70% | buffer 200000 steps 151082 | 118.9 g/min eta 2.2h
[84000/100000] loss 1.499 (pi 1.396 v 0.083 q 0.013 c 0.014) | plies 104 decisive 74% | buffer 200000 steps 151125 | 118.9 g/min eta 2.2h
  EVAL @84000: q-greedy 2-22-0 | policy-greedy 10-14-0 | search 8-0-0 (eval 32s)
[84025/100000] loss 1.503 (pi 1.400 v 0.083 q 0.013 c 0.014) | plies 101 decisive 76% | buffer 200000 steps 151166 | 118.8 g/min eta 2.2h
[84050/100000] loss 1.509 (pi 1.406 v 0.083 q 0.013 c 0.014) | plies 101 decisive 76% | buffer 200000 steps 151203 | 118.9 g/min eta 2.2h
[84075/100000] loss 1.507 (pi 1.405 v 0.082 q 0.013 c 0.014) | plies 102 decisive 75% | buffer 200000 steps 151249 | 118.9 g/min eta 2.2h
[84100/100000] loss 1.507 (pi 1.404 v 0.083 q 0.013 c 0.014) | plies 102 decisive 75% | buffer 200000 steps 151290 | 118.9 g/min eta 2.2h
[84125/100000] loss 1.499 (pi 1.397 v 0.083 q 0.013 c 0.014) | plies 101 decisive 76% | buffer 200000 steps 151331 | 118.9 g/min eta 2.2h
[84150/100000] loss 1.499 (pi 1.396 v 0.083 q 0.013 c 0.014) | plies 100 decisive 76% | buffer 200000 steps 151371 | 118.9 g/min eta 2.2h
[84175/100000] loss 1.502 (pi 1.399 v 0.083 q 0.013 c 0.014) | plies 100 decisive 78% | buffer 200000 steps 151412 | 118.9 g/min eta 2.2h
[84200/100000] loss 1.502 (pi 1.398 v 0.084 q 0.013 c 0.014) | plies 97 decisive 80% | buffer 200000 steps 151447 | 118.9 g/min eta 2.2h
[84225/100000] loss 1.503 (pi 1.400 v 0.084 q 0.013 c 0.014) | plies 99 decisive 80% | buffer 200000 steps 151493 | 118.9 g/min eta 2.2h
[84250/100000] loss 1.504 (pi 1.400 v 0.084 q 0.013 c 0.014) | plies 102 decisive 76% | buffer 200000 steps 151536 | 118.9 g/min eta 2.2h
